type,condition1,condition2,condition3,trialNo,target,stim1,stim2,key,ITI,presTime,ISI,presTimeS2,stimFormat,title,content,trialText,button1,feedbackIncorrect,feedbackTime,random,keyboard,subjectGroup,responseWindow,randomBlock
instructions,na,na,na,na,na,na,na, ,600,1000,na,na,na,True or False?,na,na,na,na,na,na,na,6,na,20
test,Distractor,Distractor,Distractor,na,Alice flew to the Amazon in a private plane.,na,na,j,600,na,na,na,word,na,na,na,na,na,5000,na,fj,6,5000,20
instructions,na,na,na,na,na,na,na,,600,na,na,na,na,Get ready for the next story.,Press [Next] to begin and then place your fingers on the [f] and [j] keys.,na,na,na,na,na, ,6,na,21
instructions,na,na,na,na,na,na,na, ,600,4500,na,na,na,"Eustice is a CEO of a multi-million dollar company. One day he is sitting in his office, reading the newspaper and drinking a dark coffee.",na,na,na,na,na,na,na,6,na,21
instructions,na,na,na,na,na,na,na, ,600,4500,na,na,na,Eustice is considering a new program which would make huge profits for the company and also happens to help the environment.,na,na,na,na,na,na,na,6,na,21
instructions,na,na,na,na,na,na,na, ,600,4500,na,na,na,"Eustice doesn't care what happens to the environment, but is thrilled that this program will make huge profits, so he goes through with the program.",na,na,na,na,na,na,na,6,na,21
instructions,na,na,na,na,na,na,na, ,600,4500,na,na,na,"The program is put into effect. As a result, many forests are saved from deforestation but the company unforeseeably goes bankrupt.",na,na,na,na,na,na,na,6,na,21
instructions,na,na,na,na,na,na,na, ,600,1000,na,na,na,True or False?,na,na,na,na,na,na,na,6,na,21
test,Distractor,Distractor,Distractor,na,The company is destroying the environment.,na,na,f,600,na,na,na,word,na,na,na,na,na,5000,na,fj,6,5000,21
instructions,na,na,na,na,na,na,na,,600,na,na,na,na,Get ready for the next story.,Press [Next] to begin and then place your fingers on the [f] and [j] keys.,na,na,na,na,na, ,6,na,22
instructions,na,na,na,na,na,na,na, ,600,4500,na,na,na,"Jackie is having her sister over for dinner. She prepares a huge meal with mashed potatoes, swiss chard and peanut-butter custard for dessert.",na,na,na,na,na,na,na,6,na,22
instructions,na,na,na,na,na,na,na, ,600,4500,na,na,na,"She sets the table, opens a very expensive bottle of 1984 Pinot Noire and waits for her sister to arrive.",na,na,na,na,na,na,na,6,na,22
instructions,na,na,na,na,na,na,na, ,600,4500,na,na,na,After half an hour Jackie's sister still hasn't arrived. Jackie is very hungry and begins to eat the dinner she prepared.,na,na,na,na,na,na,na,6,na,22
instructions,na,na,na,na,na,na,na, ,600,4500,na,na,na,"After another half hour, Jackie's sister finally arrives only to see that Jackie has eaten almost the whole dinner. She is very disappointed.",na,na,na,na,na,na,na,6,na,22
instructions,na,na,na,na,na,na,na, ,600,1000,na,na,na,True or False?,na,na,na,na,na,na,na,6,na,22
test,Distractor,Distractor,Distractor,na,Jackie's sister is on time.,na,na,f,600,na,na,na,word,na,na,na,na,na,5000,na,fj,6,5000,22
instructions,na,na,na,na,na,na,na,,600,na,na,na,na,Get ready for the next story.,Press [Next] to begin and then place your fingers on the [f] and [j] keys.,na,na,na,na,na, ,6,na,23
instructions,na,na,na,na,na,na,na, ,600,4500,na,na,na,"Harold likes to paint landscapes. He travels across the country, sleeping on trains and painting the landscapes he sees.",na,na,na,na,na,na,na,6,na,23
instructions,na,na,na,na,na,na,na, ,600,4500,na,na,na,"He begs for food in the towns he visits, and sometimes eats out of the garbage. He also begs for art supplies.",na,na,na,na,na,na,na,6,na,23
instructions,na,na,na,na,na,na,na, ,600,4500,na,na,na,"Harold is very talented, he paints landscapes as beautifully as the best 19th century painters. Harold is also working on developing his own unique style.",na,na,na,na,na,na,na,6,na,23
instructions,na,na,na,na,na,na,na, ,600,4500,na,na,na,Harold does not show his paintings to anybody but himself and plans on having them burnt when dies.,na,na,na,na,na,na,na,6,na,23
instructions,na,na,na,na,na,na,na, ,600,1000,na,na,na,True or False?,na,na,na,na,na,na,na,6,na,23
test,Distractor,Distractor,Distractor,na,Harold doesn't live in a house.,na,na,j,600,na,na,na,word,na,na,na,na,na,5000,na,fj,6,5000,23
instructions,na,na,na,na,na,na,na,,600,na,na,na,na,Get ready for the next story.,Press [Next] to begin and then place your fingers on the [f] and [j] keys.,na,na,na,na,na, ,6,na,24
instructions,na,na,na,na,na,na,na, ,600,4500,na,na,na,Sandra is the president of a small island in the pacific ocean. She has followed up on all of the promises she made.,na,na,na,na,na,na,na,6,na,24
instructions,na,na,na,na,na,na,na, ,600,4500,na,na,na,"Some of the things she promised include better infrastructure, increased tax-breaks for the rich, and a new oil-drilling campaign.",na,na,na,na,na,na,na,6,na,24
instructions,na,na,na,na,na,na,na, ,600,4500,na,na,na,"The oil-drilling campaign is slowly destroying a neighboring island, but Sandra doesn't care much about the environment.",na,na,na,na,na,na,na,6,na,24
instructions,na,na,na,na,na,na,na, ,600,4500,na,na,na,"Sandra is considering building a nuclear power plant, but only because it's cheaper to run than the current coal plant.",na,na,na,na,na,na,na,6,na,24
instructions,na,na,na,na,na,na,na, ,600,1000,na,na,na,True or False?,na,na,na,na,na,na,na,6,na,24
test,Distractor,Distractor,Distractor,na,Sandra is in office.,na,na,j,600,na,na,na,word,na,na,na,na,na,5000,na,fj,6,5000,24
